field_id,date,timestamp,temperature,humidity_air,precipitation,wind_speed,soil_moisture,crop_type,soil_type,yield_actual,irrigation_volume,irrigation_recommended,is_anomaly,humidity,precipitation_7d,avg_temperature_7d,solar_radiation,crop_code,soil_code,yield_tha
field_009,2024-04-28,2024-04-28T00:00:00,34.97,30.68,19.13,4.34,36.69,corn,Торфяной,0.4688,10.23,9.91,False,30.68,108.13,33.27,695.88,1,4,5.626
field_010,2024-04-28,2024-04-28T00:00:00,26.36,70.52,3.38,6.42,44.85,barley,Чернозём,0.6108,1.5,1.8,False,70.52,28.21,27.41,194.44,3,0,4.276
field_011,2024-04-28,2024-04-28T00:00:00,31.0,42.31,20.74,8.79,42.03,sunflower,Глинистый,0.4854,6.4,6.29,False,42.31,151.86,32.56,449.52,2,3,1.942
field_012,2024-04-28,2024-04-28T00:00:00,30.81,30.25,12.89,13.48,40.63,other,Песчаник,0.376,5.63,6.78,False,30.25,88.58,33.34,430.99,6,2,2.256
field_013,2024-04-28,2024-04-28T00:00:00,5.02,56.53,19.23,13.19,57.2,barley,Торфяной,0.4248,0.0,0.0,False,56.53,166.05,2.21,242.57,3,4,2.974
field_014,2024-04-28,2024-04-28T00:00:00,19.43,80.45,5.77,13.98,59.53,corn,Торфяной,0.6261,1.62,1.91,False,80.45,56.75,19.43,659.84,1,4,7.513
field_015,2024-04-29,2024-04-29T00:00:00,25.39,97.53,24.76,3.09,76.24,corn,Суглинок,0.9071,0.0,0.0,False,97.53,177.94,26.22,709.76,1,1,10.885
field_016,2024-04-29,2024-04-29T00:00:00,39.5,96.91,22.65,7.98,81.24,barley,Чернозём,0.6785,0.0,0.0,False,96.91,205.89,38.11,478.37,3,0,4.75
field_017,2024-04-29,2024-04-29T00:00:00,16.67,49.14,3.18,10.7,25.28,barley,Торфяной,0.3531,7.7,8.65,False,49.14,15.33,18.78,286.72,3,4,2.472
field_018,2024-04-29,2024-04-29T00:00:00,27.96,45.08,1.62,2.43,29.9,barley,Песчаник,0.4468,6.8,7.04,False,45.08,6.31,28.45,659.28,3,2,3.127
field_019,2024-04-29,2024-04-29T00:00:00,33.1,90.19,0.28,3.08,55.99,soy,Торфяной,0.2705,3.34,3.15,False,90.19,1.31,35.52,240.02,4,4,1.217
field_020,2024-04-30,2024-04-30T00:00:00,22.29,46.92,11.93,10.05,50.61,soy,Суглинок,0.5114,5.48,5.04,False,46.92,71.8,20.64,361.33,4,1,2.301
field_001,2024-04-30,2024-04-30T00:00:00,32.18,84.17,17.79,0.88,66.96,wheat,Торфяной,0.5016,0.0,0.0,False,84.17,75.08,32.03,297.34,0,4,4.012
field_002,2024-04-30,2024-04-30T00:00:00,33.85,92.58,5.03,0.47,71.17,corn,Торфяной,0.64,0.0,0.0,False,92.58,50.37,30.96,721.16,1,4,7.68
field_003,2024-04-30,2024-04-30T00:00:00,24.26,30.71,21.24,2.4,40.52,sugar_beet,Глинистый,0.5764,11.74,10.32,False,30.71,165.64,24.95,493.11,5,3,34.582
field_004,2024-04-30,2024-04-30T00:00:00,21.54,62.22,7.81,3.31,56.74,sugar_beet,Глинистый,0.7274,5.29,4.64,False,62.22,80.29,22.94,254.88,5,3,43.642
field_005,2024-04-30,2024-04-30T00:00:00,35.08,52.61,21.29,9.79,49.55,barley,Глинистый,0.3559,0.12,0.16,False,52.61,110.55,35.8,304.74,3,3,2.491
field_006,2024-05-01,2024-05-01T00:00:00,16.89,30.2,11.88,7.42,19.68,other,Суглинок,0.4915,17.94,14.11,False,30.2,104.29,15.6,657.42,6,1,2.949
field_007,2024-05-01,2024-05-01T00:00:00,9.06,89.61,12.23,4.23,67.05,sugar_beet,Песчаник,0.4197,0.98,1.03,False,89.61,54.94,6.97,178.42,5,2,25.182
field_008,2024-05-01,2024-05-01T00:00:00,14.79,27.34,15.36,3.7,21.06,wheat,Суглинок,0.469,14.09,11.88,False,27.34,93.94,15.7,158.27,0,1,3.752
field_009,2024-05-01,2024-05-01T00:00:00,23.57,68.33,0.55,11.02,38.62,barley,Торфяной,0.3175,4.22,3.98,False,68.33,3.88,22.63,210.17,3,4,2.222
field_010,2024-05-01,2024-05-01T00:00:00,14.97,82.49,15.81,7.79,101.17,other,Песчаник,0.4824,0.0,0.0,True,82.49,158.15,17.85,416.96,6,2,2.894
field_011,2024-05-02,2024-05-02T00:00:00,34.49,48.64,11.99,3.94,45.93,sugar_beet,Песчаник,0.4055,8.03,8.42,False,48.64,124.1,34.34,717.25,5,2,24.328
field_012,2024-05-02,2024-05-02T00:00:00,22.58,95.89,6.47,12.02,58.32,other,Суглинок,0.5872,0.76,0.59,False,95.89,45.5,24.74,317.69,6,1,3.523
field_013,2024-05-02,2024-05-02T00:00:00,15.55,27.27,9.8,3.91,37.45,barley,Суглинок,0.5572,4.96,4.39,False,27.27,48.01,16.63,554.89,3,1,3.9
field_014,2024-05-02,2024-05-02T00:00:00,17.65,87.24,14.3,7.08,64.88,barley,Чернозём,0.5821,0.0,0.0,False,87.24,71.45,20.05,173.39,3,0,4.074
field_015,2024-05-02,2024-05-02T00:00:00,33.24,93.39,15.16,2.53,67.33,wheat,Песчаник,0.481,0.0,0.0,False,93.39,128.47,34.52,354.92,0,2,3.848
field_016,2024-05-02,2024-05-02T00:00:00,5.49,92.72,6.61,0.75,52.38,sunflower,Суглинок,0.4592,2.48,2.67,False,92.72,24.98,3.14,314.34,2,1,1.837
field_017,2024-05-03,2024-05-03T00:00:00,16.87,48.94,2.24,13.02,35.77,wheat,Песчаник,0.3627,5.98,6.73,False,48.94,8.25,15.08,744.49,0,2,2.902
field_018,2024-05-03,2024-05-03T00:00:00,31.77,86.63,22.39,13.03,89.45,barley,Чернозём,0.7144,0.0,0.0,False,86.63,146.42,33.37,335.08,3,0,5.001
field_019,2024-05-03,2024-05-03T00:00:00,27.97,27.5,19.25,4.08,32.6,other,Песчаник,0.4365,9.29,9.59,False,27.5,175.11,28.58,208.73,6,2,2.619
field_020,2024-05-03,2024-05-03T00:00:00,18.75,56.03,21.99,7.18,68.98,wheat,Песчаник,0.6066,0.0,0.0,False,56.03,118.55,21.11,346.68,0,2,4.853
field_001,2024-05-03,2024-05-03T00:00:00,17.32,66.3,10.34,13.56,74.2,soy,Торфяной,0.4116,0.0,0.0,False,66.3,95.78,15.86,620.83,4,4,1.852
field_002,2024-05-04,2024-05-04T00:00:00,33.64,67.64,6.59,1.11,55.03,sunflower,Песчаник,0.4919,1.29,1.74,False,67.64,65.91,31.33,582.62,2,2,1.967
field_003,2024-05-04,2024-05-04T00:00:00,14.05,73.39,2.97,8.35,56.07,sunflower,Глинистый,0.4953,1.09,1.37,False,73.39,29.85,16.42,343.96,2,3,1.981
field_004,2024-05-04,2024-05-04T00:00:00,39.99,58.24,21.81,13.04,74.01,soy,Торфяной,0.3272,0.0,0.0,False,58.24,150.0,42.53,218.41,4,4,1.472
field_005,2024-05-04,2024-05-04T00:00:00,19.57,38.87,22.46,9.26,56.28,wheat,Суглинок,0.6036,0.0,0.0,False,38.87,118.43,20.8,173.25,0,1,4.829
field_006,2024-05-04,2024-05-04T00:00:00,31.2,88.97,3.41,1.13,66.31,barley,Суглинок,0.5453,0.0,0.0,False,88.97,19.59,30.41,328.12,3,1,3.817
field_007,2024-05-04,2024-05-04T00:00:00,14.17,70.77,9.7,8.35,56.23,corn,Торфяной,0.5752,3.82,3.07,False,70.77,57.42,14.37,377.32,1,4,6.903
field_008,2024-05-05,2024-05-05T00:00:00,7.06,56.32,17.46,2.03,71.79,soy,Глинистый,0.4066,0.0,0.0,False,56.32,181.68,6.81,487.21,4,3,1.83
field_009,2024-05-05,2024-05-05T00:00:00,27.01,69.71,18.86,3.26,69.82,corn,Торфяной,0.8022,0.0,0.0,False,69.71,177.27,29.23,483.71,1,4,9.626
field_010,2024-05-05,2024-05-05T00:00:00,16.87,76.38,5.11,4.3,55.05,corn,Торфяной,0.602,3.71,3.48,False,76.38,21.23,19.19,269.88,1,4,7.224
field_011,2024-05-05,2024-05-05T00:00:00,15.47,27.89,18.21,10.66,49.31,corn,Песчаник,0.4976,5.28,5.49,False,27.89,69.25,12.5,719.32,1,2,5.971
field_012,2024-05-05,2024-05-05T00:00:00,23.26,56.47,14.95,2.78,48.37,sugar_beet,Суглинок,0.7059,6.09,7.57,False,56.47,146.35,26.23,380.81,5,1,42.352
field_013,2024-05-06,2024-05-06T00:00:00,22.37,92.1,0.81,13.81,68.11,sunflower,Суглинок,0.424,0.0,0.0,False,92.1,3.23,21.79,307.64,2,1,1.696
field_014,2024-05-06,2024-05-06T00:00:00,25.32,52.5,20.67,5.36,61.83,barley,Песчаник,0.5428,0.0,0.0,False,52.5,92.39,24.89,670.94,3,2,3.8
field_015,2024-05-06,2024-05-06T00:00:00,30.48,46.03,18.09,0.63,45.63,other,Чернозём,0.6199,4.23,5.03,False,46.03,71.74,32.65,203.36,6,0,3.719
field_016,2024-05-06,2024-05-06T00:00:00,19.92,83.07,12.22,1.01,70.76,sunflower,Песчаник,0.7251,0.0,0.0,False,83.07,85.61,22.85,648.42,2,2,2.9
field_017,2024-05-06,2024-05-06T00:00:00,14.22,55.56,9.16,3.74,57.17,other,Суглинок,0.5039,1.21,0.99,False,55.56,65.53,13.99,333.29,6,1,3.023
field_018,2024-05-06,2024-05-06T00:00:00,9.68,75.65,21.19,10.74,74.33,corn,Торфяной,0.3796,0.0,0.0,False,75.65,109.41,7.59,178.35,1,4,4.556
field_019,2024-05-07,2024-05-07T00:00:00,25.72,80.19,8.98,2.9,55.14,barley,Чернозём,0.8037,0.0,0.0,False,80.19,32.12,26.3,304.57,3,0,5.626
field_020,2024-05-07,2024-05-07T00:00:00,31.36,90.16,20.14,13.07,85.37,barley,Глинистый,0.5617,0.0,0.0,False,90.16,105.37,31.69,347.87,3,3,3.932
field_001,2024-05-07,2024-05-07T00:00:00,22.05,32.83,5.92,3.01,34.75,sugar_beet,Глинистый,0.5697,15.3,12.34,False,32.83,42.57,19.45,224.31,5,3,34.181
field_002,2024-05-07,2024-05-07T00:00:00,7.4,75.5,15.79,4.72,74.35,other,Глинистый,0.5231,0.0,0.0,False,75.5,138.98,9.37,501.71,6,3,3.138
field_003,2024-05-07,2024-05-07T00:00:00,20.3,80.2,24.94,8.13,84.53,wheat,Чернозём,0.8199,0.0,0.0,False,80.2,115.3,18.51,438.83,0,0,6.559
field_004,2024-05-08,2024-05-08T00:00:00,28.01,77.58,16.04,1.69,74.28,wheat,Суглинок,0.6883,0.0,0.0,False,77.58,144.86,28.76,513.72,0,1,5.506
field_005,2024-05-08,2024-05-08T00:00:00,8.16,68.24,5.54,4.94,61.86,sugar_beet,Песчаник,0.5405,3.23,2.85,False,68.24,47.88,10.13,504.82,5,2,32.428
field_006,2024-05-08,2024-05-08T00:00:00,17.89,28.68,3.58,3.52,18.32,other,Чернозём,0.4876,17.35,14.59,False,28.68,17.34,17.13,453.09,6,0,2.926
field_007,2024-05-08,2024-05-08T00:00:00,32.04,83.6,2.77,12.95,59.87,other,Торфяной,0.3505,0.04,0.04,False,83.6,21.5,34.79,180.57,6,4,2.103
field_008,2024-05-08,2024-05-08T00:00:00,33.68,61.4,0.85,1.03,47.48,soy,Торфяной,0.3307,6.25,6.13,False,61.4,7.01,36.38,316.32,4,4,1.488
field_009,2024-05-08,2024-05-08T00:00:00,21.19,55.64,2.99,3.41,29.25,other,Песчаник,0.3838,8.59,10.76,False,55.64,12.47,19.59,237.5,6,2,2.303
field_010,2024-05-09,2024-05-09T00:00:00,17.88,70.71,22.81,8.95,102.1,barley,Глинистый,0.5624,0.0,0.0,True,70.71,103.92,20.36,647.45,3,3,3.937
field_011,2024-05-09,2024-05-09T00:00:00,32.35,52.54,0.31,3.72,41.31,other,Чернозём,0.3524,8.38,6.54,False,52.54,2.19,32.39,353.83,6,0,2.114
field_012,2024-05-09,2024-05-09T00:00:00,16.19,46.46,13.58,9.79,28.96,barley,Торфяной,0.4667,7.2,7.36,False,46.46,95.01,17.05,321.13,3,4,3.267
field_013,2024-05-09,2024-05-09T00:00:00,26.62,74.52,18.67,1.67,68.38,wheat,Песчаник,0.6514,0.0,0.0,False,74.52,132.84,27.24,174.75,0,2,5.211
field_014,2024-05-09,2024-05-09T00:00:00,31.29,85.35,13.63,12.99,86.09,soy,Суглинок,0.4455,0.0,0.0,False,85.35,106.85,32.47,223.37,4,1,2.005
field_015,2024-05-10,2024-05-10T00:00:00,5.14,57.5,8.36,12.54,51.75,wheat,Глинистый,0.3843,1.0,1.14,False,57.5,38.97,4.84,610.6,0,3,3.075
field_016,2024-05-10,2024-05-10T00:00:00,8.11,54.7,23.56,10.62,61.27,soy,Песчаник,0.2979,1.4,1.31,False,54.7,239.27,7.57,424.05,4,2,1.34
field_017,2024-05-10,2024-05-10T00:00:00,28.31,50.64,22.17,7.07,62.63,wheat,Суглинок,0.7031,0.0,0.0,False,50.64,204.7,28.27,312.68,0,1,5.625
field_018,2024-05-10,2024-05-10T00:00:00,35.71,95.05,5.71,4.99,70.24,corn,Чернозём,0.6245,0.0,0.0,False,95.05,57.21,36.14,486.22,1,0,7.494
field_019,2024-05-10,2024-05-10T00:00:00,36.07,71.0,13.02,3.02,71.91,sunflower,Глинистый,0.5414,0.0,0.0,False,71.0,84.66,35.86,643.76,2,3,2.165
field_020,2024-05-10,2024-05-10T00:00:00,15.19,89.36,18.24,6.06,73.3,sugar_beet,Суглинок,0.7576,0.0,0.0,False,89.36,165.78,16.17,745.86,5,1,45.457
field_001,2024-05-11,2024-05-11T00:00:00,18.8,66.28,2.65,3.67,45.56,sugar_beet,Чернозём,0.8003,10.59,8.56,False,66.28,13.46,20.85,386.45,5,0,48.017
field_002,2024-05-11,2024-05-11T00:00:00,25.12,59.11,15.36,7.16,42.0,barley,Чернозём,0.8648,3.21,2.8,False,59.11,101.83,24.51,499.2,3,0,6.054
field_003,2024-05-11,2024-05-11T00:00:00,33.02,87.32,3.84,9.5,72.19,barley,Чернозём,0.5435,0.0,0.0,False,87.32,29.08,31.73,293.27,3,0,3.804
field_004,2024-05-11,2024-05-11T00:00:00,35.65,97.05,21.87,12.23,86.69,corn,Торфяной,0.4787,0.0,0.0,False,97.05,101.94,37.57,385.98,1,4,5.744
field_005,2024-05-11,2024-05-11T00:00:00,29.83,59.19,22.31,3.69,67.58,soy,Суглинок,0.4711,0.0,0.0,False,59.19,114.01,27.86,733.2,4,1,2.12
field_006,2024-05-12,2024-05-12T00:00:00,22.61,97.33,0.3,5.92,67.23,corn,Песчаник,0.51,0.0,0.0,False,97.33,2.24,22.68,363.17,1,2,6.12
field_007,2024-05-12,2024-05-12T00:00:00,18.77,90.18,0.07,6.6,70.19,corn,Глинистый,0.4763,0.0,0.0,False,90.18,0.38,19.1,313.23,1,3,5.716
field_008,2024-05-12,2024-05-12T00:00:00,8.26,86.64,4.37,2.86,56.05,corn,Глинистый,0.4069,2.61,3.13,False,86.64,38.73,7.42,273.76,1,3,4.882
field_009,2024-05-12,2024-05-12T00:00:00,34.31,30.9,22.05,7.49,54.18,barley,Песчаник,0.4978,0.0,0.0,False,30.9,200.29,36.53,554.49,3,2,3.485
field_010,2024-05-12,2024-05-12T00:00:00,7.54,93.97,11.13,11.25,51.55,soy,Суглинок,0.3005,5.43,4.71,False,93.97,91.58,9.58,247.07,4,1,1.352
field_011,2024-05-12,2024-05-12T00:00:00,27.7,62.53,6.49,5.11,39.75,other,Суглинок,0.6636,7.88,7.09,False,62.53,28.87,25.4,532.67,6,1,3.981
field_012,2024-05-13,2024-05-13T00:00:00,37.72,53.14,20.9,8.24,49.2,corn,Песчаник,0.4021,6.13,5.53,False,53.14,84.13,39.16,657.96,1,2,4.825
field_013,2024-05-13,2024-05-13T00:00:00,39.94,60.95,1.53,10.32,27.25,soy,Глинистый,0.2453,9.6,13.21,False,60.95,11.76,37.65,347.27,4,3,1.104
field_014,2024-05-13,2024-05-13T00:00:00,29.27,27.92,0.71,12.95,27.63,corn,Глинистый,0.4046,9.58,13.08,False,27.92,5.24,27.97,410.76,1,3,4.855
field_015,2024-05-13,2024-05-13T00:00:00,39.33,78.95,11.63,6.48,50.7,sunflower,Песчаник,0.458,3.61,3.25,False,78.95,58.62,41.2,283.17,2,2,1.832
field_016,2024-05-13,2024-05-13T00:00:00,27.74,44.74,9.29,3.66,43.96,barley,Глинистый,0.6385,1.77,2.11,False,44.74,35.5,29.47,412.94,3,3,4.469
field_017,2024-05-14,2024-05-14T00:00:00,31.86,52.48,9.51,13.17,57.36,corn,Песчаник,0.5027,3.07,2.67,False,52.48,61.97,33.75,604.82,1,2,6.032
field_018,2024-05-14,2024-05-14T00:00:00,19.5,63.35,7.94,7.93,58.46,soy,Суглинок,0.5113,2.46,2.29,False,63.35,33.6,18.99,396.26,4,1,2.301
field_019,2024-05-14,2024-05-14T00:00:00,5.71,43.22,2.96,0.31,28.28,other,Чернозём,0.411,11.43,11.1,False,43.22,14.86,4.36,467.42,6,0,2.466
field_020,2024-05-14,2024-05-14T00:00:00,24.19,41.19,0.61,13.74,27.58,corn,Песчаник,0.3998,16.93,13.1,False,41.19,6.11,21.84,237.93,1,2,4.798
field_001,2024-05-14,2024-05-14T00:00:00,39.11,39.89,15.58,13.96,49.06,soy,Песчаник,0.3041,7.15,5.58,False,39.89,100.32,38.41,239.54,4,2,1.368
field_002,2024-05-14,2024-05-14T00:00:00,37.3,66.45,17.61,2.42,70.61,sunflower,Торфяной,0.5841,0.0,0.0,False,66.45,80.02,37.5,423.75,2,4,2.336
field_003,2024-05-15,2024-05-15T00:00:00,39.98,25.55,4.03,8.36,9.69,corn,Песчаник,0.3478,15.85,15.0,False,25.55,33.09,37.34,560.4,1,2,4.174
field_004,2024-05-15,2024-05-15T00:00:00,24.71,89.38,16.67,0.45,69.51,sunflower,Чернозём,0.7644,0.0,0.0,False,89.38,113.4,23.64,296.78,2,0,3.057
field_005,2024-05-15,2024-05-15T00:00:00,14.93,55.53,8.11,10.94,45.81,other,Чернозём,0.5862,5.02,4.97,False,55.53,73.71,17.67,242.15,6,0,3.517
field_006,2024-05-15,2024-05-15T00:00:00,10.5,25.86,6.2,8.41,18.95,corn,Чернозём,0.5368,13.38,15.0,False,25.86,61.36,12.28,210.46,1,0,6.442
field_007,2024-05-15,2024-05-15T00:00:00,25.08,38.38,11.73,11.53,48.16,corn,Чернозём,0.8289,6.65,5.89,False,38.38,94.48,22.85,453.43,1,0,9.947
field_008,2024-05-16,2024-05-16T00:00:00,26.48,45.31,2.49,7.82,24.28,soy,Торфяной,0.4331,16.74,14.25,False,45.31,19.26,23.87,186.42,4,4,1.949
field_009,2024-05-16,2024-05-16T00:00:00,15.83,65.07,14.08,1.64,53.22,corn,Глинистый,0.6124,3.49,4.12,False,65.07,95.86,16.76,737.55,1,3,7.349
field_010,2024-05-16,2024-05-16T00:00:00,7.96,81.53,14.75,12.48,70.89,sugar_beet,Песчаник,0.4657,0.0,0.0,False,81.53,63.06,5.43,325.76,5,2,27.944
field_011,2024-05-16,2024-05-16T00:00:00,38.19,31.68,8.15,8.12,10.25,sugar_beet,Чернозём,0.3997,12.9,15.0,False,31.68,41.93,37.54,434.55,5,0,23.981
field_012,2024-05-16,2024-05-16T00:00:00,26.08,52.59,19.75,9.97,45.08,sunflower,Глинистый,0.4848,4.23,5.22,False,52.59,78.03,24.61,741.22,2,3,1.939
field_013,2024-05-16,2024-05-16T00:00:00,18.29,92.47,19.12,9.1,72.29,soy,Глинистый,0.4649,0.0,0.0,False,92.47,126.79,19.79,426.59,4,3,2.092
field_014,2024-05-17,2024-05-17T00:00:00,27.7,82.15,15.37,4.0,73.52,other,Суглинок,0.6467,0.0,0.0,False,82.15,107.08,28.4,279.34,6,1,3.88
field_015,2024-05-17,2024-05-17T00:00:00,18.09,57.56,10.24,13.51,56.26,soy,Чернозём,0.5525,3.74,3.06,False,57.56,48.89,19.48,159.75,4,0,2.486
field_016,2024-05-17,2024-05-17T00:00:00,16.81,69.6,15.22,11.0,82.38,sugar_beet,Торфяной,0.5863,0.0,0.0,False,69.6,81.75,15.14,545.59,5,4,35.179
field_017,2024-05-17,2024-05-17T00:00:00,24.14,92.09,21.87,0.95,76.3,sugar_beet,Суглинок,0.7977,0.0,0.0,False,92.09,216.79,26.24,429.3,5,1,47.865
field_018,2024-05-17,2024-05-17T00:00:00,38.36,39.27,23.98,9.16,58.88,wheat,Песчаник,0.4698,0.0,0.0,False,39.27,211.68,39.21,348.88,0,2,3.758
field_019,2024-05-18,2024-05-18T00:00:00,29.89,72.92,11.28,4.04,57.0,corn,Глинистый,0.5521,2.52,2.8,False,72.92,89.44,27.85,312.37,1,3,6.625
field_020,2024-05-18,2024-05-18T00:00:00,11.66,39.09,13.54,12.65,32.55,corn,Песчаник,0.4469,12.87,11.36,False,39.09,59.62,12.8,406.08,1,2,5.363
field_001,2024-05-18,2024-05-18T00:00:00,34.51,29.15,19.42,1.17,45.74,wheat,Суглинок,0.546,3.7,3.24,False,29.15,119.17,33.33,747.61,0,1,4.368
field_002,2024-05-18,2024-05-18T00:00:00,35.05,38.42,0.02,4.84,33.38,sugar_beet,Чернозём,0.3551,16.02,12.82,False,38.42,0.16,34.17,261.68,5,0,21.304
field_003,2024-05-18,2024-05-18T00:00:00,39.38,95.4,3.56,2.88,60.97,wheat,Песчаник,0.4274,0.0,0.0,False,95.4,30.31,39.98,207.71,0,2,3.419
field_004,2024-05-18,2024-05-18T00:00:00,29.88,96.87,16.95,7.25,91.73,wheat,Глинистый,0.4465,0.0,0.0,False,96.87,64.09,32.08,152.62,0,3,3.572
field_005,2024-05-19,2024-05-19T00:00:00,7.02,30.88,18.18,0.67,47.87,other,Суглинок,0.4623,4.62,4.24,False,30.88,173.55,4.88,267.02,6,1,2.774
field_006,2024-05-19,2024-05-19T00:00:00,24.43,31.87,3.86,9.2,28.65,barley,Песчаник,0.5212,5.25,7.47,False,31.87,38.66,25.99,700.01,3,2,3.648
field_007,2024-05-19,2024-05-19T00:00:00,8.83,31.96,8.79,10.55,47.1,other,Суглинок,0.3264,3.92,4.51,False,31.96,73.94,10.58,237.86,6,1,1.958
field_008,2024-05-19,2024-05-19T00:00:00,14.6,84.27,19.0,2.97,79.73,sunflower,Суглинок,0.6754,0.0,0.0,False,84.27,158.99,12.43,556.31,2,1,2.702
field_009,2024-05-19,2024-05-19T00:00:00,23.14,32.3,4.11,4.71,30.36,soy,Глинистый,0.4915,15.17,12.12,False,32.3,18.18,25.87,363.12,4,3,2.212
field_010,2024-05-20,2024-05-20T00:00:00,9.02,65.6,8.64,7.88,59.22,other,Песчаник,0.4127,0.2,0.27,False,65.6,78.72,11.3,732.82,6,2,2.476
field_011,2024-05-20,2024-05-20T00:00:00,8.55,47.54,14.13,6.84,40.01,corn,Торфяной,0.4061,7.12,8.75,False,47.54,53.72,6.03,193.07,1,4,4.874
field_012,2024-05-20,2024-05-20T00:00:00,38.3,35.23,23.99,11.53,59.89,sunflower,Чернозём,0.5614,0.04,0.04,False,35.23,183.86,39.15,572.47,2,0,2.246
field_013,2024-05-20,2024-05-20T00:00:00,28.26,27.45,6.89,6.07,26.44,barley,Чернозём,0.6632,7.51,8.24,False,27.45,28.66,26.41,527.09,3,0,4.642
field_014,2024-05-20,2024-05-20T00:00:00,25.27,60.88,12.17,0.66,40.89,wheat,Чернозём,0.7708,4.22,4.94,False,60.88,124.96,26.8,437.53,0,0,6.166
field_015,2024-05-21,2024-05-21T00:00:00,30.15,28.46,1.55,13.14,11.75,other,Песчаник,0.2656,13.13,15.0,False,28.46,5.69,30.75,710.03,6,2,1.594
field_016,2024-05-21,2024-05-21T00:00:00,30.81,32.43,2.14,11.28,27.53,barley,Песчаник,0.4204,7.43,7.87,False,32.43,12.15,27.89,574.61,3,2,2.943
field_017,2024-05-21,2024-05-21T00:00:00,22.73,41.28,23.6,5.11,49.98,soy,Суглинок,0.6439,4.6,5.26,False,41.28,128.04,19.88,370.01,4,1,2.898
field_018,2024-05-21,2024-05-21T00:00:00,16.9,84.99,3.94,8.38,57.47,barley,Торфяной,0.464,0.0,0.0,False,84.99,16.64,16.92,627.32,3,4,3.248
field_019,2024-05-21,2024-05-21T00:00:00,6.36,49.01,12.39,9.44,60.67,sugar_beet,Торфяной,0.4657,3.43,3.26,False,49.01,74.25,6.72,556.77,5,4,27.943
field_020,2024-05-21,2024-05-21T00:00:00,16.01,49.11,17.35,0.8,48.79,sunflower,Торфяной,0.525,3.94,3.92,False,49.11,139.36,13.82,685.62,2,4,2.1
field_001,2024-05-22,2024-05-22T00:00:00,5.35,91.82,11.37,7.93,98.0,sugar_beet,Песчаник,0.4974,0.0,0.0,True,91.82,115.78,4.07,703.43,5,2,29.846
field_002,2024-05-22,2024-05-22T00:00:00,38.06,57.07,6.71,10.44,52.05,corn,Торфяной,0.3535,3.47,4.53,False,57.07,29.99,39.25,167.01,1,4,4.242
field_003,2024-05-22,2024-05-22T00:00:00,27.68,30.02,20.86,7.37,45.06,other,Суглинок,0.6402,3.98,5.23,False,30.02,149.44,30.12,637.5,6,1,3.841
field_004,2024-05-22,2024-05-22T00:00:00,9.69,62.32,1.36,1.09,29.11,corn,Чернозём,0.5403,11.37,12.56,False,62.32,7.61,8.08,622.07,1,0,6.484
field_005,2024-05-22,2024-05-22T00:00:00,19.09,36.26,13.22,8.01,42.79,sugar_beet,Чернозём,0.8769,8.08,9.52,False,36.26,54.25,21.36,642.97,5,0,52.616
field_006,2024-05-23,2024-05-23T00:00:00,24.67,49.0,8.06,0.85,43.25,barley,Торфяной,0.6757,2.13,2.36,False,49.0,28.6,25.25,262.72,3,4,4.73
field_007,2024-05-23,2024-05-23T00:00:00,31.48,48.95,20.54,13.87,-1.12,sunflower,Глинистый,0.4951,1.56,1.26,True,48.95,171.38,31.83,171.05,2,3,1.98
field_008,2024-05-23,2024-05-23T00:00:00,20.79,82.64,0.17,4.43,49.91,barley,Суглинок,0.5464,0.03,0.03,False,82.64,0.93,22.3,521.83,3,1,3.824
field_009,2024-05-23,2024-05-23T00:00:00,24.33,54.89,13.82,8.03,48.31,corn,Песчаник,0.6121,7.03,5.84,False,54.89,90.17,26.29,709.27,1,2,7.346
field_010,2024-05-23,2024-05-23T00:00:00,29.5,79.73,16.91,8.66,71.79,sunflower,Чернозём,0.7506,0.0,0.0,False,79.73,147.5,27.75,663.58,2,0,3.002
field_011,2024-05-23,2024-05-23T00:00:00,18.72,87.36,10.35,8.07,68.28,sugar_beet,Песчаник,0.6727,0.67,0.6,False,87.36,77.56,15.73,580.91,5,2,40.361
field_012,2024-05-24,2024-05-24T00:00:00,38.57,76.63,24.7,2.66,80.31,wheat,Песчаник,0.5374,0.0,0.0,False,76.63,254.37,41.08,515.66,0,2,4.299
field_013,2024-05-24,2024-05-24T00:00:00,8.84,52.81,12.65,6.94,46.87,barley,Чернозём,0.4992,1.07,1.09,False,52.81,82.55,6.49,652.57,3,0,3.494
field_014,2024-05-24,2024-05-24T00:00:00,29.68,83.06,5.71,7.75,53.29,barley,Торфяной,0.537,0.0,0.0,False,83.06,43.63,27.61,683.28,3,4,3.759
field_015,2024-05-24,2024-05-24T00:00:00,21.8,97.83,2.86,7.41,74.51,corn,Суглинок,0.8915,0.0,0.0,False,97.83,27.08,23.98,356.42,1,1,10.698
field_016,2024-05-24,2024-05-24T00:00:00,26.79,62.55,17.78,11.43,69.1,sugar_beet,Торфяной,0.6861,0.37,0.31,False,62.55,124.93,29.22,734.01,5,4,41.166
field_017,2024-05-25,2024-05-25T00:00:00,31.67,35.25,7.68,3.82,34.06,sugar_beet,Глинистый,0.54,14.59,12.58,False,35.25,50.82,30.6,642.06,5,3,32.402
